Gene Symbol	Number of perturbations	Anchor_arm_1_Avg_res	Anchor_arm_1_Avg_pval	Anchor_arm_2_Avg_res	Anchor_arm_2_Avg_pval
ACRV1	4	-0.480658251933	0.814096890413	-0.335247349707	0.692434670279
ACSBG1	4	0.153596892077	0.844928931445	0.0026330494654699995	0.659809235565
ACSBG2	4	-0.373238249944	0.510302379476	-0.27359029964000003	0.484045043638
ACSF2	4	-0.056715787089	0.636651859526	-0.411796790414	0.704900536293
ACSF3	4	-0.274619633856	0.504905286174	-0.261984634597	0.484591010032
ACSL1	4	-0.521416495233	0.7475223595880001	-0.20964795849399998	0.9193175586010001
ACSL3	4	-0.428820848534	0.553391872314	-0.169193065433	0.47047346975000004
ACSL4	4	0.0119962399699	0.656842752933	0.016049681328000002	0.642166831976
ACSL5	4	-0.539787407624	0.7075518890189999	-0.594999556676	0.9454023273379999
ACSL6	4	-0.0208414103677	0.629359154399	-0.102188458325	0.547682337889
ACSM1	4	-0.465781721704	0.887525595232	-0.07292709944010001	0.5175823861
ACSM2A	4	-0.45375336291999996	0.6021667740659999	-0.614309191217	1.09850396004
ACSM2B	4	-0.744467779793	1.03749861452	-0.24971490860800002	0.46653107282899997
ACSM3	4	0.0579396791914	0.6910672867640001	0.11991145330900001	0.724878336338
ACSM4	4	-0.041796967774699996	0.599050578298	-0.778442358575	1.2854736935
ACSM5	4	-0.566046302574	0.7437094190610001	-0.0995304605346	0.614443820826
ACSM6	4	-0.539337387855	0.688747317435	-0.297606331519	0.536757494854
ACSS1	4	-0.247563371167	0.57687578554	-0.53300459782	0.822259833952
ACSS2	4	-0.034489066379	0.710884969306	-0.43452666291599995	0.7609497070829999
ACSS3	4	-0.316274893371	0.48504551345799995	0.111401897585	0.675112092223
ACTA1	4	-0.166831155414	0.49523462021799997	0.156591808835	0.823956338458
ACTA2	4	-0.289576155734	0.6747124995780001	-0.29998896348799997	0.702307906763
ACTB	4	-0.5274342372699999	0.697157313313	-0.579303148092	0.907860696585
ACTBL2	4	-0.133146548975	0.508572301875	-0.535119144881	0.8711663049200001
ACTC1	4	-0.653511223199	0.818924374122	-0.16932544996800003	0.440001491237
ACTG1	4	-0.40130701065499996	0.581807967096	-0.57229701516	0.87098040017
ACTG2	4	0.158278145836	0.799843413945	-0.305211889329	0.655451183877
ACTL10	4	-1.02483864887	1.67790108663	0.233164494678	0.815774728277
ACTL6A	4	0.137658599493	0.8283923992159999	0.215394066729	0.825790296057
ACTL6B	4	-0.409776959024	0.570210686206	-0.330146435078	0.529478797111
ACTL7A	4	-0.00284565190448	0.7943868930779999	0.00300013056609	0.569815653123
ACTL7B	4	-0.19819455408300002	0.550232194994	0.30487431966899997	0.9817751051100001
ACTL8	4	0.09890428847039999	0.804319278603	-0.221166135737	0.534419658609
ACTL9	4	-0.410469314815	0.645270736931	-0.00538343096258	0.584826832624
ACTN1	4	0.035141352918199996	0.7298638742839999	-0.085777240667	0.546700075286
ACTN2	4	0.274265142611	0.9722620107430001	-0.208404628679	0.46113286952
ACTN3	4	0.0254563383062	0.722020173016	0.122447532543	0.7947783013390001
ACTN4	4	-0.275188661649	0.445212928517	-0.0815370473908	0.519144490444
ACTR10	4	-1.0193039438200002	1.56817879223	-0.33934789830300005	0.58731266993
ACTR1A	4	0.0853430904602	0.799649058495	-0.128839141608	0.525919807271
ACTR1B	4	-0.6271796658600001	0.782555511641	-0.387667793371	0.662080216633
ACTR2	4	0.6155946624499999	1.71632091009	-0.018038638342900003	0.637205235153
ACTR3	4	-0.377601004012	0.609970142401	0.194524773756	0.82325335881
ACTR3B	4	-0.27565250714699996	0.506598407353	0.00941944504294	0.7420982912199999
ACTR3C	4	-0.416105126219	0.598443049701	-0.26768034582600003	0.794782476806
ACTR5	4	-0.321971864456	0.5727172409960001	0.0988344444159	0.700125423893
ACTR6	4	-0.68323847199	0.8779617206389999	-0.69843736492	1.24919021369
ACTR8	4	-0.557220602767	0.779278427208	-0.7252900250900001	1.28862535544
ACTRT1	4	-0.0203277718375	0.6400233369120001	-0.0593701605007	0.536296271452
ACTRT2	4	-0.0835622390857	0.528450954069	-0.341710456135	0.6837880249860001
ACTRT3	4	-0.666714591732	0.892084803134	-0.0598123727472	0.528093158296
ACVR1	4	-0.559516500405	0.83407952355	-0.275814698	0.528586128136
ACVR1B	4	-0.692284717951	0.909119033678	-0.915287280093	2.0037062690400003
ACVR1C	4	0.118758832969	0.8352096715620001	-0.27276546894000003	0.523795152986
ACVR2A	4	-0.7030045843639999	0.982681834974	0.6258455670149999	1.6631427517100001
ACVR2B	4	-0.639719785322	0.964728064283	-0.508512349818	0.8275044276639999
ACVRL1	4	-0.104526090064	0.560304512652	0.166405125685	0.904456514364
ACY1	4	-0.366564834899	0.551645169689	-0.198722052787	0.46276295546499996
ACY3	4	0.11798347171399999	0.844008551398	0.101974863266	0.7116410060780001
ACYP1	4	-0.286072408567	0.47153280447400003	-0.22674202890700002	0.471470375073
ACYP2	4	-0.301524297996	0.443407544238	-0.196847660363	0.43433880768700006
ADA	4	-0.604993204512	0.9078753551450001	-0.581857499343	0.98944305055
ADA2	4	0.146430028564	0.805606908941	-0.178632755521	0.441423811888
ADAD1	4	0.024970867701099998	0.814607199722	-0.113827447979	0.5872472991309999
ADAD2	4	0.0460497271222	0.6906076776800001	-0.21651276771699998	0.442395770477
ADAL	4	-0.518899204188	0.804902366944	-0.09211026741110001	0.620537180514
ADAM10	4	-0.353135969999	0.547802823048	-0.0629593220042	0.532359839847
ADAM11	4	-0.092721155165	0.55543755968	-0.505948685611	0.803995544198
ADAM12	4	-0.614608452553	0.850693833598	0.0361462183607	0.612267501648
ADAM15	4	-0.118599733862	0.523825281069	0.406878896942	1.2103312525299998
ADAM17	4	0.40074784818000003	1.255960337	-0.35284482129699996	0.557235901075
ADAM18	4	-0.546529061618	0.671202192546	0.097281038651	0.755309326027
ADAM19	4	0.26215919415800004	0.977050283032	-0.17569330397799998	0.460089015923
ADAM2	4	0.225057235229	1.0539627628000001	-0.213932195543	0.49294186161799997
ADAM20	4	-0.22180677250599998	0.52148908948	-0.17301167766	0.44354964347599996
ADAM21	4	-0.33184402642599997	0.504233518229	-0.5578270703880001	0.8787395830410001
ADAM22	4	-0.383633634041	0.524958339071	-0.331943702018	0.529309555984
ADAM23	4	-0.555249330101	0.744851063793	0.184412806041	0.853511402478
ADAM28	4	-0.08084117852530001	0.535814404483	-0.43717111723700003	0.665702467193
ADAM29	4	-0.525808166293	0.694354804359	0.140329871071	0.79110916126
ADAM30	4	-0.0789756262068	0.65138019953	0.0432457376173	0.646614877505
ADAM32	4	-0.453429273741	0.612616643981	0.20946826307100003	0.818094684304
ADAM33	4	0.151581557461	0.790610115063	-0.317420890376	0.578538294281
ADAM7	4	-0.0292776360359	0.586650103026	0.240252714905	1.12136592365
ADAM8	4	-0.418489253805	0.7084554469740001	-0.30361806833	0.501840395111
ADAM9	4	-0.375581964398	0.515055791494	-0.196554459688	0.55126585913
ADAMDEC1	4	-0.32195497383099997	0.5027123753989999	-0.36769225850500004	0.797750093374
ADAMTS1	4	-0.5044042807169999	0.780154473591	0.0929325150083	0.731088037227
ADAMTS10	4	-0.349056959737	0.478434947148	-0.43826028932800004	0.643582131654
ADAMTS12	4	-0.735147139019	1.1703925420799999	-0.344521989872	0.587753145818
ADAMTS13	4	-0.550826106868	0.727388621543	-0.213094853982	0.434548418566
ADAMTS14	4	-0.5877303251470001	0.727458212637	-0.166307070463	0.47518802737599997
ADAMTS15	4	-0.391797877538	0.646858880674	-0.274626628493	0.541589781072
ADAMTS16	4	-0.00378899206053	0.6254970755789999	-0.143398613643	0.6681393647
ADAMTS17	4	-0.0167291173925	0.631909594049	-0.20218296449499998	0.480911650945
ADAMTS18	4	-0.28746331537500003	0.551778860048	-0.0999617828599	0.630415033397
ADAMTS19	4	0.05881191216440001	0.6903706046860001	-0.665127122759	1.04447241164
ADAMTS2	4	0.0032790531372800004	0.6726527268189999	-0.0562057022693	0.622752791706
ADAMTS20	4	-0.444810700241	0.570462731531	0.21999456853500002	0.867574259083
ADAMTS3	4	0.189183323736	0.86580225374	-0.07090389907000001	0.610287690373
ADAMTS4	4	-0.772660646752	1.10626752479	-0.35531592989699995	0.621004522854
ADAMTS5	4	-0.387088018636	0.525226051896	-0.36213649445	0.574860795278
ADAMTS6	4	-0.47644199357199996	0.8232051396150001	-0.20002080068300002	0.456828825924
ADAMTS7	4	-0.200391311069	0.466509626687	-0.568352037602	0.898663572665
ADAMTS8	4	0.105701441347	0.749677807533	-0.0196199091235	0.704227593637
ADAMTS9	4	0.242605610964	0.97996663326	-0.5032556061410001	0.8542117242180001
ADAMTSL1	4	-0.12538607985	0.518845408804	-0.034124302939400004	0.566203314457
ADAMTSL2	4	-0.676129802614	0.9515303611229999	-0.28358772663000004	0.683626767905
ADAMTSL3	4	-0.251152504961	0.502657820545	-0.18188999602800002	0.456990795507
ADAMTSL4	4	-0.605541355586	0.9121317280910001	-0.10949104577600001	0.546644483617
ADAMTSL5	4	-0.24820799395999998	0.446538927804	-0.372896074423	0.634562081774
ADAP1	4	-0.378556382492	0.6425837148610001	-0.459878528918	0.7232069507790001
ADAP2	4	-0.22508215631700002	0.444152104788	-0.000215893805698	0.602358783551
ADAR	4	0.16665882588199998	1.03728384045	-0.206853961797	0.515472418952
ADARB1	4	0.101590058573	0.7649674801999999	0.160025397359	0.8029150129289999
ADARB2	4	-0.239514877181	0.507390734027	0.014297401302200002	0.780018957756
ADAT1	4	-0.536678795352	0.7997837807870001	-0.136870168718	0.452803658822
ADAT2	4	-0.434719255153	0.570987585724	-0.325374828254	0.537860289264
ADAT3	4	-0.31057349105500004	0.444914792059	-0.562378564401	0.885895432968
ADCK1	4	-0.363577990052	0.522166405186	-0.204842389834	0.513751084459
ADCK2	4	-0.20771159018399998	0.441146380839	-0.128133080067	0.488652899377
ADCK5	4	0.41551129515199997	1.24925879628	-0.0663831033414	0.6542813699100001
ADCY1	4	-0.12372967381899999	0.59378821601	-0.36804169651	0.585384070308
ADCY10	4	0.247638529928	0.917331601267	-0.373555115089	0.627038369177
ADCY2	4	0.29987586591	0.9590288756450001	0.30397664507800004	0.9691658828120001
ADCY3	4	0.0504329105842	0.711575959441	-0.352183688566	0.557713131812
ADCY4	4	-0.952427510618	1.38868669551	-0.606102611234	1.11570559906
ADCY5	4	-0.16796206061799998	0.533257734044	-0.338688370348	0.592831540342
ADCY6	4	-0.275243160047	0.45768597146799994	-0.491165482319	0.9318806498379999
ADCY7	4	-0.505897013864	0.632430706483	-0.543700275025	0.8423747358020001
ADCY8	4	-0.638138135459	0.941396661796	-0.201017989806	0.446020812405
ADCY9	4	-0.665666866833	0.9315522943979999	-0.5133570379519999	0.846729672295
ADCYAP1	4	-0.808166166364	1.13111659498	-0.341141951412	0.573027768336
ADCYAP1R1	4	-0.51128827983	0.662786971404	-0.343415974247	0.567608006001
ADD1	4	-0.38275650957400004	0.623655941329	-0.25030859203600003	0.475640155738
ADD2	4	-0.413883243662	0.55508076556	0.0444681451007	0.676682909418
ADD3	4	-0.374228295748	0.6926244976479999	0.631022555396	1.6882735209600002
ADGB	4	-0.490086515234	0.647789539025	-0.27139034501	0.48034610311000003
ADGRA1	4	-0.29251444290600004	0.521510395534	0.07482648863819999	0.664118317921
ADGRA2	4	-0.558921199493	0.703252939815	-0.6301316296899999	0.957835919266
ADGRA3	4	-0.810311280229	1.1668444408499998	-0.241973016006	0.451601826687
ADGRB1	4	-0.247479201378	0.515322028731	-0.28982702183000003	0.528480322428
ADGRB2	4	-0.504377698862	0.687581552763	-0.6040966973690001	0.922818794637
ADGRB3	4	0.15713758138599998	0.824806477261	0.348318039075	1.11470358669
ADGRD1	4	-0.43785899202600004	0.549389617252	0.263443825276	0.9492545284980001
ADGRE1	4	-0.128546708707	0.542673473553	-0.34291903443899996	0.6358247504600001
ADGRE2	4	-0.471592304013	0.640402804582	-0.674963819171	1.17443316753
ADGRE3	4	-0.435645939671	0.550593292178	-0.163911056304	0.478772913428
ADGRE5	4	-0.31717066857500004	0.5080613054959999	-0.013819669587700001	0.7110760412199999
ADGRF1	4	-0.610364076115	0.894476505048	-0.303708118589	0.531127028353
ADGRF2	4	-0.41966841412100003	0.6250800420929999	0.011050088307299998	0.6275501536320001
ADGRF3	4	0.330408095576	1.08225841216	0.000748149160466	0.742655351656
ADGRF4	4	-0.544054794162	0.7214951746989999	-0.0656904631669	0.547515352301
ADGRF5	4	-0.5771452658199999	0.992764977341	-0.5095613997389999	0.842576308325
ADGRG1	4	-0.065427820351	0.690403487558	-0.164509837622	0.45562464095399996
ADGRG2	4	-0.424511260633	0.571870778514	-1.0117256165200001	1.9534384042700002
ADGRG3	4	-0.00882504527429	0.652718141655	0.156272603658	0.780550152824
ADGRG4	4	-0.45179824286700004	0.58524985592	-0.07042425770789999	0.568161100314
ADGRG5	4	0.013378058115	0.6902675136740001	-0.45635657268299995	0.742331232175
ADGRG6	4	-0.43411901386999996	0.6393080338139999	-0.294748389465	0.630553033756
ADGRG7	4	-0.41582879428900005	0.527027700266	-0.39432575846199996	0.622469698034
ADGRL1	4	0.056689829501599995	0.701491702075	-0.29576901384300003	0.681809649067
